id,Sample,d_age,d_gender,d_rc_01,d_rc_02,d_rc_03,d_rc_04,d_rc_05,d_rc_06,d_eth_01,d_eth_02,d_eth_03,d_eth_04,d_eth_05,d_eth_06,d_lang,d_olang,o_ffi,oi_bfas,o_neo,o_bfas,i_bfas,vf_an_01,vf_an_02,vf_an_03,vf_an_04,vf_an_05,vf_an_06,vf_an_07,vf_an_08,vf_an_09,vf_an_10,vf_an_11,vf_an_12,vf_an_13,vf_an_14,vf_an_15,vf_an_16,vf_an_17,vf_an_18,vf_an_19,vf_an_20,vf_an_21,vf_an_22,vf_an_23,vf_an_24,vf_an_25,vf_an_26,vf_an_27,vf_an_28,vf_an_29,vf_an_30,vf_an_31,vf_an_32,vf_an_33,vf_an_34,vf_an_35,vf_an_36,vf_an_37,vf_an_38,vf_an_39,vf_an_40,vf_an_41,vf_an_42,vf_an_43,vf_an_44,vf_an_45,vf_an_46,vf_an_47,vf_an_48,vf_an_49,vf_an_50,bfasi01,bfasi02,bfasi03,bfasi04,bfasi05,bfasi06,bfasi07,bfasi08,bfasi09,bfasi10,bfaso01,bfaso02,bfaso03,bfaso04,bfaso05,bfaso06,bfaso07,bfaso08,bfaso09,bfaso10,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o12,neo_01,neo_02,neo_03,neo_04,neo_05,neo_06,neo_07,neo_08,neo_09,neo_10,neo_100,neo_101,neo_102,neo_103,neo_104,neo_105,neo_106,neo_107,neo_108,neo_109,neo_11,neo_110,neo_111,neo_112,neo_113,neo_114,neo_115,neo_116,neo_117,neo_118,neo_119,neo_12,neo_120,neo_121,neo_122,neo_123,neo_124,neo_125,neo_126,neo_127,neo_128,neo_129,neo_13,neo_130,neo_131,neo_132,neo_133,neo_134,neo_135,neo_136,neo_137,neo_138,neo_139,neo_14,neo_140,neo_141,neo_142,neo_143,neo_144,neo_145,neo_146,neo_147,neo_148,neo_149,neo_15,neo_150,neo_151,neo_152,neo_153,neo_154,neo_155,neo_156,neo_157,neo_158,neo_159,neo_16,neo_160,neo_161,neo_162,neo_163,neo_164,neo_165,neo_166,neo_167,neo_168,neo_169,neo_17,neo_170,neo_171,neo_172,neo_173,neo_174,neo_175,neo_176,neo_177,neo_178,neo_179,neo_18,neo_180,neo_181,neo_182,neo_183,neo_184,neo_185,neo_186,neo_187,neo_188,neo_189,neo_19,neo_190,neo_191,neo_192,neo_193,neo_194,neo_195,neo_196,neo_197,neo_198,neo_199,neo_20,neo_200,neo_201,neo_202,neo_203,neo_204,neo_205,neo_206,neo_207,neo_208,neo_209,neo_21,neo_210,neo_211,neo_212,neo_213,neo_214,neo_215,neo_216,neo_217,neo_218,neo_219,neo_22,neo_220,neo_221,neo_222,neo_223,neo_224,neo_225,neo_226,neo_227,neo_228,neo_229,neo_23,neo_230,neo_231,neo_232,neo_233,neo_234,neo_235,neo_236,neo_237,neo_238,neo_239,neo_24,neo_240,neo_25,neo_26,neo_27,neo_28,neo_29,neo_30,neo_31,neo_32,neo_33,neo_34,neo_35,neo_36,neo_37,neo_38,neo_39,neo_40,neo_41,neo_42,neo_43,neo_44,neo_45,neo_46,neo_47,neo_48,neo_49,neo_50,neo_51,neo_52,neo_53,neo_54,neo_55,neo_56,neo_57,neo_58,neo_59,neo_60,neo_61,neo_62,neo_63,neo_64,neo_65,neo_66,neo_67,neo_68,neo_69,neo_70,neo_71,neo_72,neo_73,neo_74,neo_75,neo_76,neo_77,neo_78,neo_79,neo_80,neo_81,neo_82,neo_83,neo_84,neo_85,neo_86,neo_87,neo_88,neo_89,neo_90,neo_91,neo_92,neo_93,neo_94,neo_95,neo_96,neo_97,neo_98,neo_99,filter_$
218,1,19,1, , , , , , ,0,0,1,0,0,0,0,99,4.41666666666667,3.95, ,3.6,4.3,Butterfly,Mosquito,Mountain Lion,Tiger,Cat,Dog,Trout,Large-mouth Bass,Small-mouth Bass,White-tailed Deer,Flying Squirrel,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,5,5,5,4,4,3,3,5,4,3,3,2,4,5,4,3,4,5,4,5,4,5,5,5,2,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
219,1,18,1, , , , , , ,1,0,0,0,0,0,0,99,3,3.3, ,3.4,3.2,dog,cat,cow,ant,bull,horse,piny,pony,bird,chicken,rooster,hen,goat,pig,whale,fish,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,2,3,4,3,4,3,3,3,4,2,4,3,5,3,4,4,2,3,4,3,4,3,2,3,3,3,4,2,2,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
221,1,19,1, , , , , , ,0,0,1,0,0,0,0,99,3.91666666666667,3.9, ,4.5,3.3,cat,dog,mouse,rat,gerbil,fish,tiger,lion,bear,lizard,snake,ape,giraff,elephant,chimpazee,parrot,hermit crab,whale,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,4,2,3,3,3,3,5,4,3,5,5,3,5,4,4,5,5,4,5,3,4,4,4,4,4,5,4,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
222,1,18,1, , , , , , ,1,0,0,0,0,0,0,99,3.16666666666667,3.5, ,4,3,cat,dog,cheetah,seal,fish,bird,bear,beaver,pig,chicken,goat,cow,sheep,lamb,donkey,lion,tiger,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,4,4,5,5,2,4,4,3,2,4,4,5,1,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
224,1,18,1, , , , , , ,0,0,1,1,0,0,0,99,3.75,3.1, ,3.6,2.6,dog,cat,mouse,monkey,fish,rabbitt,snake,giraffe,panda,black bear,koala,kangaroo,elephant,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,3,2,2,2,2,2,4,2,4,5,4,4,5,4,3,4,1,1,5,4,5,4,2,4,4,4,4,4,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
225,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,3.16666666666667,3.45, ,3.8,3.1,bird,cat,dog,flamingo,bee,frog,turtle,fish,sting ray,shark,jelly fish,crab,bunny,racoon,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,2,2,3,2,4,5,4,4,4,5,2,4,3,4,4,4,4,4,3,3,3,3,4,3,2,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
226,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,3.58333333333333,3.35, ,3.4,3.3,dog,cat,lion,tiger,raccoon,coyote,wolf,beaver,moose,caribou,platypus,lemurs,giraffe,zebra,parrot,seal,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,4,3,2,3,4,3,4,4,2,2,4,4,2,4,2,4,4,4,4,4,3,3,4,4,4,4,4,3,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
227,1,20,1, , , , , , ,0,0,0,1,0,0,0,99,3.16666666666667,3.2, ,2.9,3.5,dog,cat,lizard,shark,bear,goat,llama,hamster,fox,turkey,pig,bird,cow,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,4,2,3,4,3,4,4,4,4,4,3,4,1,3,2,2,2,4,4,4,3,4,2,4,2,2,2,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
228,1,18,1, , , , , , ,0,0,0,1,0,0,0,99,3.75,3.8, ,4.1,3.5,cow,chicken,dog,cat,fish,lion,leopard,elephant,rhino,giraffe,lizard,spider,mouse,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,3,4,3,4,4,4,3,4,4,5,3,3,4,5,5,5,4,4,3,4,3,4,4,4,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
229,1,19,1, , , , , , ,1,0,1,0,0,0,0,99,3.5,3.55, ,4,3.1,snake,pig,dog,cat,zebra,giraffe,armadillo,frog,ant,roach,tiger,lion,elephant,crocodile,fish,hamster,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,2,4,3,2,3,3,4,3,4,3,4,5,5,4,4,4,1,5,5,4,4,2,4,4,4,2,5,2,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
230,1,18,0, , , , , , ,0,0,1,0,0,0,0,99,3.66666666666667,3.55, ,3.5,3.6,cat,dog,parrot,bird,ant,mouse,lion,tiger,panda,fish,squirrel,monkey,roach,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,4,5,4,3,3,3,3,4,4,4,5,3,4,4,3,1,2,5,4,4,4,3,4,4,3,4,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
231,1,18,1, , , , , , ,0,1,0,0,0,0,0,99,4.5,3.55, ,4,3.1,rabbit,monkey,dog,goat,fish,bear,panda bear,bear cat,groundhog,gopher,deer,cardinal,wildabeast,caribou,buffalo,cow,pig,chicken,lizard,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,2,4,3,3,4,3,2,3,3,4,5,5,5,5,4,2,1,4,5,5,4,4,5,4,5,5,5,4,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
232,1,18,0, , , , , , ,0,1,0,0,0,0,0,99,4.08333333333333,3.75, ,3.3,4.2,dog,cat,mouse,elephant,bird,turtle,tortoise,shark,jellyfish,clam,oyster,shrimp,crabs,lobster,cow,horse,sheep,ram,boar,pig,cheetah,lion,panther,cougar,platypus,giraffe,99,99, , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,4,3,3,5,5,5,4,5,4,4,1,4,2,2,2,5,3,5,3,4,2,4,5,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
233,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,3.41666666666667,3.55, ,3.7,3.4,dog,cat,horse,frog,mouse,snake,zebra,lion,bird,skunk,boar,pig,deer,elk,possom,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,4,3,3,4,3,4,3,3,4,4,4,3,3,3,3,4,5,4,4,5,3,4,2,3,4,4,2,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
234,1,18,0, , , , , , ,1,0,0,0,0,0,0,99,3.25,2.8, ,3,2.6,giraffe,elephant,monkey,cat,dog,squriel,hippo,zebra,lion,tiger,bear,bird,bobcat,deer,fox,wolf,fish,roadrunner,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,3,4,2,3,2,3,2,4,3,4,3,3,3,3,1,4,4,4,3,2,4,3,4,4,2,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
235,1,19,1, , , , , , ,0,0,1,0,0,0,0,99,4,3.6, ,4,3.2,dog,cat,elephant,giraffe,zebra,sugar glider,mouse,hamster,fish,monkey,bird,ferrett,rabbit,fox,bear,lion,tiger,groundhog,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,4,3,2,2,3,4,3,4,5,4,4,4,2,4,4,4,4,5,4,5,5,4,3,4,4,4,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
236,1,29,1, , , , , , ,0,0,1,0,0,0,0,99,3,2.65, ,3.6,1.7,dog,cat,squirrel,guinea pig,rat,snack,snake,deer,goose,fish,octopus,jelly fish,raccoon,monkey,girrafe,baboon,whale,alligator,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,2,2,1,2,2,3,3,5,4,3,3,3,3,4,4,4,2,3,3,3,3,3,3,4,3,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
237,1,18,1, , , , , , ,0,0,0,1,0,0,0,99,3.5,3.55, ,3.3,3.8,Dog,Cat,Panda,Pig,Cow,Bear,Flamingo,Horse,Bunny,Rat,Snake,Groundhog,Hedgehog,Wolf,Lion,Deer,Squirrel,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,4,4,4,3,3,4,5,4,1,4,4,4,3,3,5,2,3,4,4,3,3,3,3,4,3,5,1,3,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
238,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,2.91666666666667,3.4, ,3,3.8,Whale,Goldfish,Bass,Cat,Lion,Tiger,Bear,Chetah,Dog,Fox,Hound,Clown Fish,Shark,Seal,Turtle,Cobra,Rattle Snake,Monkey,Ape,Kangaroo,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,2,4,4,4,3,5,5,3,4,2,4,3,4,1,1,2,4,5,4,4,5,2,4,1,2,2,4,1,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
239,1,18,1, , , , , , ,1,0,0,0,0,0,0,99,3.25,3.05, ,3.7,2.4,dogs,cats,frogs,lizards,cows,beaver,deer,turtle,snake,fish,crab,monkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,2,2,1,3,2,2,4,4,4,5,1,2,3,5,5,4,4,4,4,4,2,3,4,4,1,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
240,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,3.83333333333333,3.5, ,3.7,3.3,pigs,dogs,cats,tiger,koala,girafee,elephant,squirrel,rabbit,deer,bear,hampster,boar,bird,elk,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,3,2,3,3,3,4,4,4,3,5,4,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,3,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
241,1,20,1, , , , , , ,1,0,0,0,0,0,0,99,3.75,3.65, ,3.7,3.6,cat,dog,horse,sea lion,turtle,frog,tiger,bear,bird,camel,giraffe,scorpion,monkey,elephant,kangaroo,koalo,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,4,4,3,3,1,3,5,5,4,3,4,4,5,4,4,2,3,3,5,3,5,4,4,5,3,3,3,5,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
243,1,18,1, , , , , , ,1,0,0,0,0,0,0,99,3.08333333333333,3.35, ,3.5,3.2,bear,dog,cat,fish,giraffe,hippo,monkey,elephant,lizazrd,emu,kiwi,bird,snake,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,3,4,4,2,3,4,4,2,3,4,4,4,5,4,4,3,2,1,4,3,3,4,2,3,2,3,3,3,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
244,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,2.83333333333333,3.45, ,3.4,3.5,lion,tiger,bear,dog,cat,monkey,penguin,flamingo,raccoon,squirrel,lizard,snake,gerbil,hamster,rabbit,hare,turtle,fish,elephant,giraffe,pig,turkey,chicken,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,3,4,4,3,3,3,4,3,4,4,4,4,4,2,4,4,2,2,4,4,4,3,3,2,2,2,4,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
245,1,20,0, , , , , , ,1,0,1,0,0,0,0,99,3.33333333333333,3.7, ,3.7,3.7,dog,cat,bear,lion,ape,monkey,giraffe,skunk,wolf,fox,leapord,cheetah,gazelle,hippopatamos,toad,snake,bird,eagle,roach,deer,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,4,4,4,3,4,3,4,4,3,4,4,3,4,5,3,4,4,2,4,4,4,4,3,4,3,2,3,4,3,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
246,1,18,1, , , , , , ,0,0,1,0,0,0,0,99,3.33333333333333,2.95, ,3,2.9,dog,cat,zebra,garafi,rabbit,snake,bird,lion,tiger,hamster,flamingo,bear,polar bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , ,3,3,4,3,3,2,2,4,2,3,3,2,4,3,2,3,3,1,5,4,4,3,3,3,3,4,3,4,3,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
