id,vf_an_01,vf_an_02,vf_an_03,vf_an_04,vf_an_05,vf_an_06,vf_an_07,vf_an_08,vf_an_09,vf_an_10,vf_an_11,vf_an_12,vf_an_13,vf_an_14,vf_an_15,vf_an_16,vf_an_17,vf_an_18,vf_an_19,vf_an_20,vf_an_21,vf_an_22,vf_an_23,vf_an_24,vf_an_25,vf_an_26,vf_an_27,vf_an_28,vf_an_29,vf_an_30,vf_an_31,vf_an_32,vf_an_33,vf_an_34,vf_an_35
231,rabbit,monkey,dog,goat,fish,bear,panda bear,bear cat,groundhog,gopher,deer,cardinal,wildabeast,caribou,buffalo,cow,pig,chicken,lizard,99,99,99,99,99,99,99,99,99, , , , , , , 
232,dog,cat,mouse,elephant,bird,turtle,tortoise,shark,jellyfish,clam,oyster,shrimp,crabs,lobster,cow,horse,sheep,ram,boar,pig,cheetah,lion,panther,cougar,platypus,giraffe,99,99, , , , , , , 
233,dog,cat,horse,frog,mouse,snake,zebra,lion,bird,skunk,boar,pig,deer,elk,possom,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
234,giraffe,elephant,monkey,cat,dog,squriel,hippo,zebra,lion,tiger,bear,bird,bobcat,deer,fox,wolf,fish,roadrunner,99,99,99,99,99,99,99,99,99,99, , , , , , , 
235,dog,cat,elephant,giraffe,zebra,sugar glider,mouse,hamster,fish,monkey,bird,ferrett,rabbit,fox,bear,lion,tiger,groundhog,99,99,99,99,99,99,99,99,99,99, , , , , , , 
236,dog,cat,squirrel,guinea pig,rat,snack,snake,deer,goose,fish,octopus,jelly fish,raccoon,monkey,girrafe,baboon,whale,alligator,99,99,99,99,99,99,99,99,99,99, , , , , , , 
237,Dog,Cat,Panda,Pig,Cow,Bear,Flamingo,Horse,Bunny,Rat,Snake,Groundhog,Hedgehog,Wolf,Lion,Deer,Squirrel,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
238,Whale,Goldfish,Bass,Cat,Lion,Tiger,Bear,Chetah,Dog,Fox,Hound,Clown Fish,Shark,Seal,Turtle,Cobra,Rattle Snake,Monkey,Ape,Kangaroo,99,99,99,99,99,99,99,99, , , , , , , 
239,dogs,cats,frogs,lizards,cows,beaver,deer,turtle,snake,fish,crab,monkey,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
240,pigs,dogs,cats,tiger,koala,girafee,elephant,squirrel,rabbit,deer,bear,hampster,boar,bird,elk,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
241,cat,dog,horse,sea lion,turtle,frog,tiger,bear,bird,camel,giraffe,scorpion,monkey,elephant,kangaroo,koalo,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
243,bear,dog,cat,fish,giraffe,hippo,monkey,elephant,lizazrd,emu,kiwi,bird,snake,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
244,lion,tiger,bear,dog,cat,monkey,penguin,flamingo,raccoon,squirrel,lizard,snake,gerbil,hamster,rabbit,hare,turtle,fish,elephant,giraffe,pig,turkey,chicken,99,99,99,99,99, , , , , , , 
245,dog,cat,bear,lion,ape,monkey,giraffe,skunk,wolf,fox,leapord,cheetah,gazelle,hippopatamos,toad,snake,bird,eagle,roach,deer,99,99,99,99,99,99,99,99, , , , , , , 
246,dog,cat,zebra,garafi,rabbit,snake,bird,lion,tiger,hamster,flamingo,bear,polar bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
247,Giraffe,Dog,Cat,Mouse,Elephant,Seal,Bear,Pig,Horse,Cow,Bird,Deer,Racoon,Zebra,Monkey,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
248,cat,dog,tiger,cheetah,lion,goat,deer,possom,cow,giraffe,bull,zebra,fish,whale,shark,dolphin,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
249,dog,cat,big,cow,chicken,moose,monkey,elefant,cammel,snack,ant,deer,rabbit,ferret,bird,bee,butterfly,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
250,cat,dog,zebra,monkey,fish,bird,groundhog,parrot,bear,bee,spider,butterfly,unicorn,horse,lizard,dinosaur,girrafe,elephant,whale,alligator,koala,panda,99,99,99,99,99,99, , , , , , , 
251,dog,cat,mouse,tiger,lion,zebra,giraffe,grasshopper,fly,snake,frog,baboon,liger,cheetah,elephant,horse,pony,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
252,pig,cow,horse,duck,dog,cat,squrill,moose,snake,lizzards,spider,grasshopper,chicken,turkey,aligator,shark,dolphin,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
254,dog,cat,giraffe,cow,pig,rhino,tiger,jaquar,penquin,monkey,baboon,bird,anteloupe,anteater,polar bear,grizzly bear,lizard,snake,hamster,turtle,frog,zebra,99,99,99,99,99,99, , , , , , , 
255,ardvark,platypus,dog,cat,bat,ant,fish,bird,seal,elephant,horse,donkey,sheep,goat,turtle,snake,frog,gorilla,lion,tiger,99,99,99,99,99,99,99,99, , , , , , , 
256,monkey,dog,cat,fish,mouse,rat,lion,tiger,seagull,dolphin,bird,whale,shark,turtle,jelly fish,hamster,frog,rabbit,cow,sheep,bull,pig,lamp,turkey,chicken,hen,99,99, , , , , , , 
257,Dog,Pig,Cow,Turtle,zerbra,monkey,sheep,bird,dinosaur,hippo,snake,lepard,catamount,lion,tiger,bat,owl,toucan,falcon,blad eagle,goat,99,99,99,99,99,99,99, , , , , , , 
258,cat,dog,bird,monkey,giraffe,zebra,horse,platypus,kitten,lion,cheetah,jaguar,moose,deer,elephant,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
259,Iguana,Chimpanzee,Mario,Cat,Dog,Mouse,Your mom,monkey,dragon,centaur,mink,koala,kangaroo,panda,lemur,rat,women,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
260,cat,dog,hamster,snake,monkey,bird,gorilla,donkey,horse,zebra,lion,deer,muskrat,beaver,fox,coyote,rat,squirrel,fosh,99,99,99,99,99,99,99,99,99, , , , , , , 
261,cat,dog,fish,bird,zibra,kowala,donkey,lion,scorpian,shark,snake,lizard,pingwin,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
262,dog,cat,bunny,bird,elephant,turtule,rino,moose,dolphin,shark,fish,cow,pig,hamster,chicken,duck,penguin,whale,donkey,spider,99,99,99,99,99,99,99,99, , , , , , , 
263,cow,dog,cat,bear,lion,tiger,elephant,mice,horse,giraffe,monkey,bird,bull,rhino,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
264,dog,cat,mouse,rabbit,kangaroo,lion,bear,tiger,elephant,zebra,lemer,parrot,lizard,iguana,bird,monkey,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
265,cat,dog,rabbit,bird,giraffe,zebra,lion,tiger,bear,fish,crocodile,mouse,kangaroo,monkey,shark,dolphin,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
266,cat,dog,monkey,lion,tiger,snake,elephant,giraffe,penguin,koala,polar bear,duck,cow,horse,chicken,mouse,rat,parrot,snail,whale,fish,dolphin,seal,panda,99,99,99,99, , , , , , , 
267,giraffe,hippo,monkey,dog,cat,duck,pic,pig,cow,chicken,goat,lamb,lion,cheetah,zebra,bird,eagle,elephant,cat,hamster,rat,snake,bunny,99,99,99,99,99, , , , , , , 
268,snake,dog,lion,bear,fish,pig,horse,cat,inguana,more cats,mice,rats,lobster,crab,whale,cane,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
270,dog,cat,zerbra,fish,rat,mouse,girraffe,bear,monkey,gorilla,lion,tiger,babon,bunny,hedgehog,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
271,dog,cat,fish,bunny,parrot,flamingo,octopus,squirrel,farret,kitten,tiger,cheetah,monkey,panther,leopard,bear,seal,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
272,cat,dog,fish,bear,ant,girrage,gorilla,monkey,zebra,donkey,ig,pig,hippo,rat,goose,duck,bird,bat,roach,koal,kola,99,99,99,99,99,99,99, , , , , , , 
273,Deer,Dog,Cat,Dinosaur,Turtle,Bird,Meerkat,Giraffe,Elephant,Squirrel,Frog,Fish,Shark,Whale,Coral,Goldfish,Seagull,Cow,Pig,Lamb,Sheep,Goat,Horse,Pony,99,99,99,99, , , , , , , 
274,Sheep,Goat,Chicken,Cow,Donkey,Horse,Pig,Dog,Cat,Rabbit,Hamster,Guinea Pig,Hedge Hog,Squirrel,Frog,Fish,Deer,Dove,Raccoon,Oppossum,Monkey,Zebra,Lion,Elk,Moose,Hippo,Rhino,99, , , , , , , 
275,dog,cat,bear,bee,ant,fox,chicken,pig,cow,goose,eagle,bluebird,robin,duck,mouse,fly,fuitfly,panther,bull,moose,99,99,99,99,99,99,99,99, , , , , , , 
277,dog,cat,fish,tiger,gorrilla,tiger,tiger,lion,water bear,worms,ants,bees,wolf,rat,mouse,racoon,deer,fox,possium,horse,buffilo,99,99,99,99,99,99,99, , , , , , , 
278,tiger,lion,bear,egale,cow,dog,cat,whale,fish,monkey,shark,gorrilla,bird,hawk,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
279,cat,dog,horse,pig,rooster,mouse,moose,shark,snake,turtle,tortoise,bird,eagle,racoon,rat,fox,wolf,octopus,crow,rabbit,deer,99,99,99,99,99,99,99, , , , , , , 
280,dog,cat,pig,cow,goat,llama,lamb,horse,chicken,parrot,goose,duck,eagle,heron,bird,crow,hamster,ferret,snake,fish,lizard,99,99,99,99,99,99,99, , , , , , , 
282,bired,birds,dogs,cats,hampsters,ferrets,rabbits,spiders,koalas,bears,mice,lizards,frogs,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
283,monkey,gorilla,chipmunk,cat,dog,mice,turtle,bear,dear,giraffe,elephant,bird,fox,cow,horse,anteater,ape,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
284,dog,cat,bird,fish,koala,monkey,bear,mouse,moose,ferrett,hamster,elephant,giraffe,lizard,snake,shakr,horse,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
285,giraffe,lion,dog,tiger,bear,rabbit,alligator,turtle,bird,cat,hamster,pig,cow,chicken,goose,moose,deer,elk,penguin,seal,monkey,99,99,99,99,99,99,99, , , , , , , 
286,dog,cat,horse,mouse,bird,goat,sheep,cow,moose,mice,hamster,chinchilla,zebra,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
287,cat,dog,bird,whale,snake,spider,ant,fish,lion,tiger,bear,dolphin,axelltol,penguin,puffin,elephant,worms,bass,fly,99,99,99,99,99,99,99,99,99, , , , , , , 
288,dog,cat,seal,seagul,dolphin,alligator,ant,fly,mamma,polar bear,monkey,lion,tiger,bird,cheeta,lagoon,antelope,ostrich,otters,flamingo,ant eater,99,99,99,99,99,99,99, , , , , , , 
289,dog,cat,bird,reptile,snake,chicken,lizard,goose,monkey,snail,caterpilar,rabbit,duck,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
290,dog,cat,dolphin,mouse,elephant,gerbil,rat,whale,shark,fish,bird,snake,frog,rabbit,fox,tarantula,deer,elk,moose,lion,tiger,bear,rhinoceos,zebra,giraffe,camel,99,99, , , , , , , 
291,cow,sheep,dog,bird,lovebird,snake,spider,fish,dolphin,shark,tiger,kangaroo,pig,chicken,rooster,lizard,toucan,pelican,flamingo,turkey,zebra,giraffe,monkey,baboon,chinchila,armadillo,99,99, , , , , , , 
292,cat,dog,owl,bird,lizard,pig,horse,cow,chicken,wolf,deer,bison,tazmanian deval,chita,chimp,lion,zibra,giraffe,gorilla,atalope,elephant,rhino,buffilo,water buffilo,monkey,snake,99,99, , , , , , , 
293,dog,cat,rat,rabbit,elephant,tiger,lion,chimpanzee,snail,snake,whale,mouse,fish,bird,crab,lobster,clam,seal,monkey,99,99,99,99,99,99,99,99,99, , , , , , , 
298,dog,cat,horse,iguanna,turtle,gecko,bird,jaguar,leopard,foc,bear,fish,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
300,dogs,cats,bears,lions,tigers,fish,guniea pig,koala bears,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
301,lions,tigers,bears,deer,goose,zebra,cat,dog,hippo,snake,lizard,mountain lion,bobcat,chipanze,ape,jaguar,panther,crow,pigeon,99,99,99,99,99,99,99,99,99, , , , , , , 
302,hourse,dog,cat,mouse,sloth,pig,cow,deer,hedgehog,alligator,turtle,fish,bird,cheetah,lion,frog,duck,elephant,giraffe,owl,99,99,99,99,99,99,99,99, , , , , , , 
307,dog,cat,mouse,elephant,rhino,shark,fish,bird,bluebird,mockingjay,swallow,monkey,gorilla,whale,killer whale,penguin,polar bear,panda,red panda,butterfly,fly,bee,honet,ladybug,99,99,99,99, , , , , , , 
308,dog,cat,horse,sheep,bunny,lion,tiger,bear,fish,elephant,rhino,turtle,snakes,jaguar,leopard,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , 
309,lion,tiger,zebra,elephant,llama,dog,cat,horse,pig,duck,goose,bird,fish,frog,camel,lizard,tiger,racoon,squirell,99,99,99,99,99,99,99,99,99, , , , , , , 
310,bird,cat,dog,fish,hamster,rabbit,horse,cow,insects,pigs,sheep,goats,butterfly,bumblebee,spiders,bears,giraffes,lions,polar bears,penguins,99,99,99,99,99,99,99,99, , , , , , , 
311,cat,dog,elephant,tiger,lion,giraffe,cow,pig,chicken,hamster,rabbit,ox,mule,mammoth,bird,human,cheetah,ocelot,wildebeast,monkey,ape,chimp,lizard,99,99,99,99,99, , , , , , , 
312,giraffe,kangaroo,lion,deer,eagle,cardinal,humminbird,roach,caterpillar,butterfly,snake,rooster,hamster,sheep,rabbit,dragon,rat,dog,moose,cat,mouse,reindeer,unicorn,wolf,emu,99,99,99,99,99,99,99,99,99,99
313,cat,horse,dog,anteater,llama,pig,geaniu pig,tiger,ocelot,lions,zebras,parrots,sloths,mice,bears,ducks,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
314,ant,aardvark,kangaroo,echidna,platypus,cat,dog,weasel,badger,snake,bear,camel,koala,lemur,chimpanzee,bonobo,gorilla,llama,alpaca,boar,squirrel,lion,tiger,jaguar,99,99,99,99,99,99,99,99,99,99,99
315,Dog,Cat,Mouse,Human,Chimp,Ape,Gorilla,Spider,Mosquito,Deer,Bear,Eagle,Falcon,Hawk,Seagull,Whle,Dolphin,Shark,Seal,Otter,Ladybug,Grasshoper,Kangaroo,99,99,99,99,99,99,99,99,99,99,99,99
317,dog,cat,fish,crocodile,aligator,shark,dolphi,horse,mouse,hamster,snake,ferret,ostrich,leopard,lion,monkey,gorilla,chimp,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
318,dog,cat,fish,ape,chimp,lion,tiger,bear,leopard,elephant,penguin,panda,monkey,ferret,squirrel,ibis,yak,zebra,giraffe,whale,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
319,dog,cat,monkey,lion,worms,birds,hippopotamus,fish,pelican,dinosaurs,snakes,gorilla,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
320,ostrich,dog,taranchula,flamingo,monkey,lion,cat,fish,camel,goat,chicken,elephant,squirrel,bird,snake,komodo dragon,cheetah,wolf,fox,rat,ferret,hamster,99,99,99,99,99,99,99,99,99,99,99,99,99
321,Cat,Dog,Mouse,Pig,Chicken,Bird,Eagle,Hippopotamus,Elephant,Seal,Penguin,Otter,Fish,Whale,Shrimp,Kitten,Puppy,Hamster,Rat,Snake,Gerbil,99,99,99,99,99,99,99,99,99,99,99,99,99,99
322,dog,cat,possom,wolf,bear,tiger,panther,crow,eagle,elephant,zebra,horse,camel,lion,hippo,fish,shark,whale,bat,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
324,frog,cat,goat,dog,mouse,fish,monkey,ape,rhino,buffallo,chicken,rooster,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
325,cat,dog,horse,giraffe,elephant,tiger,lion,panther,parrot,parakeet,hamster,guinea pig,ferret,beta fish,frog,lizard,snake,turtle,monkey,whale,shark,squirrel,99,99,99,99,99,99,99,99,99,99,99,99,99
327,bird,cat,dog,lion,turtle,quail,turkey,bat,owl,fish,shark,octopus,squid,jellyfish,crab,squirell,possum,rabbit,snake,lizard,fox,wolf,phoenix,99,99,99,99,99,99,99,99,99,99,99,99
328,cat,fish,dog,rabbit,hamster,lizard,snake,spider,bird,quail,lion,girraffe,hippo,alligator,sea urchin,sea sponge,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
329,snake,cat,dog,fish,shark,tiger,bird,llama,octapus,monkey\,lion,elephant,amardillo,lizard,squirrel,deer,owl,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
331,cat,giraffe,hedgehog,bear,deer,camel,zebra,horse,pig,lion,monkey,ape,rhine,chicken,turkey,fish,dog,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
332,Cat,Dog,Fish,Rabbit,ELephant,Giraffe,Monkey,Zebra,Kangaroo,Moose,Leopard,Tiger,Dolphin,Shark,Bird,Fox,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
333,Beagle,Doberman,Boxer,Cat,Pit Bull,Cow,Buffulo,horse,llama,emu,ostrich,alpaca,pig,goat,golden retriever,labrador,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
334,giraffe,lion,cat,dog,bird,tiger,horse,pig,cow,goat,sheep,llama,bear,alligator,turtle,fish,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
335,dog,cat,tiger,lion,wolf,bird,whale,fish,frog,lizard,snake,squirell,badger,hamster,spider,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
336,cat,dog,cow,horse,chicken,rooster,marmoset,giraffe,elephant,rhino,hippo,kangaroo,frog,toad,rabbit,whale,dolphin,fish,starfish,monkey,ape,gorilla,chimp,anemone,99,99,99,99,99,99,99,99,99,99,99
337,dog,cat,kiwi,panda,bear,polar bear,cow,ox,buffel,horse,snake,mouse,rat,rabbit,goat,shark,dolphin,goldfish,catfish,starfish,zebra,reindeer,99,99,99,99,99,99,99,99,99,99,99,99,99
338,Cat,dog,tiger,snake,hippo,bear,rabbit,bird,possom,raccon,aligator,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
340,walrus,eagle,squid,panda,bear,dog,cat,mouse,frog,rat,hamster,bunny,coyote,dingo,roadrunner,cricket,pic,pig,horse,cow,lion,zebra,cobra,crocodile,alligator,dolphin,orca,seal,elephant,monkey,gorilla,hippo,rhino,gazelle,antelope
341,panda,giraffe,tiger,bear,lion,snake,bird,pig,elephant,emu,zebra,fox,cat,dog,fish,rabbit,gerbial,hamster,duck,goose,mouse,rat,sloth,99,99,99,99,99,99,99,99,99,99,99,99
342,cat,dog,mouse,rabbit,horse,alligator,giraffe,cow,pig,lotus,lady bug,human,hamster,bunny,lice,Getcho (sp),monkey,ape,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
343,Cat,dog,elephant,ant,dragon fly,fly,midge,worm,clam,sponge,starfish,rat,mouse,frog,lizzard,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
344,zebra,cheetah,dog,cat,leopard,elephant,whale shark,elephant,hippo,rhinocerous,lemur,orangutan,bonobo,chimp,rhesus,macaque,priarie dog,ferret,antelope,jaguar,mountain lion,tiger,elk,moose,bear,polar,panda,red panda,fish,99,99,99,99,99,99
345,panda,zebra,penguin,lion,tiger,bear,raven,crow,elephant,monkey,chimpanzee,cow,moose,yak,camel,llama,toad,frog,pig,cheetah,gazel,deer,shark,dolphin,99,99,99,99,99,99,99,99,99,99,99
346,horse,cow,cat,dog,goat,rabbit,elephant,zebra,chicken,hippo,giraffe,deer,bird,lion,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
347,aardvark,cat,dog,pig,cow,goat,moose,snake,crocodile,alligator,eagle,goose,duck,prnguin,cougar,jaguar,lion,ape,chimp,goilla,rat,99,99,99,99,99,99,99,99,99,99,99,99,99,99
348,elephant,cat,lion,dolphin,fish,cow,chicken,bird,pig,whale,turtle,dog,fox,tiger,panther,raven,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
349,cat,dog,worm,lion,cricket,spider,mouse,rat,squirrel,chimp,gorilla,baboon,giraffe,rhino,tiger,black bear,brown bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
350,dog,cat,birf,turtle,cow,horse,peacock,pig,chicken,fish,toad,frog,deer,mouse,spider,alligator,crocodile,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
351,lion,tiger,bear,cat,cow,mouse,horse,ant,anteater,antelope,giraffe,elephant,zebra,dog,wolf,chimpanzee,armadillo,grasshopper,snake,bird,fish,racoon,possum,lizard,99,99,99,99,99,99,99,99,99,99,99
352,lion,tiger,bear,cat,cow,mouse,horse,ant,anteater,antelope,giraffe,elephant,zebra,dog,wolf,chimpanzee,armadillo,grasshopper,snake,bird,fish,racoon,possum,lizard,99,99,99,99,99,99,99,99,99,99,99
353,cat,fish,dog,zebra,lion,goat,gazelle,elephant,bird,mouse,bunny,bear,bat,vulture,canary,flamingo,meerkat,kangaroo,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
354,cow,pig,moose,horse,crocodile,pigeon,cat,dog,parrot,frog,snake,fish,shark,spider,giraffe,rhino,tiger,lion,antelope,walrus,seal,polar bear,99,99,99,99,99,99,99,99,99,99,99,99,99
355,platapus,elephant,rhino,donkey,dog,fox,fish,parrott,orangutan,chimp,penguin,antelope,lion,tiger,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
356,horse,cow,chicken,duck,dog,cat,goal,llama,fish,lion,tiger,bear,zebra,croc,otter,shrimp,whale,snake,turkey,leemer,ape,99,99,99,99,99,99,99,99,99,99,99,99,99,99
357,fox,rabbit,bear,dog,fish,bird,scorpion,armadillo,newt,lizard,skink,skunk,horse,zebra,lion,gazelle,rhino,elephant,pygmy goat,cow,chicken,goose,duck,parakeet,hamster,rat,mouse,fish,99,99,99,99,99,99,99
358,cats,dogs,bears,elephants,penguins,polar bears,jackrabbits,squirrels,lizards,frogs,toads,birds,bats,mice,rats,guinea pigs,hamsters,sloth,tiger,cheetah,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
359,bee,grasshopper,elephant,dog,cat,mouse,rat,rabbit,crow,sea lion,worm,wasp,bear,eagle,chicken,pig,horse,cow,zebra,spider,snake,99,99,99,99,99,99,99,99,99,99,99,99,99,99
361,giraffe,cardinal,eagle,snake,benterong,lizard,owl,sugar glidder,marmoset,kangaroo,angel fish,bush baby,zebra,raccoon,moose,deer mouse,ground hog,salamander,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
362,ardvark,anteater,giraffe,crocodile,dog,cat,hamster,llama,alpaca,came,camel*,bird,bear,monkey,koala,kangaroo,elephant,rhino,snake,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
363,dog,cat,elephant,giraffe,lion,tiger,bear,moose,deer,goose,ant,ant eater,toocan,fish,shark,eagel,spider,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
364,Dog,Cat,Owl,Fish,Shark,Tiger,Lion,Bear,Jaguar,Snake,Boar,Penguin,Zebra,Hippo,Giraffe,Emu,Raccon,Badger,Nighthawk,Ram,Hornet,Wildcat,99,99,99,99,99,99,99,99,99,99,99,99,99
365,giraffe,elephant,ant,tiger,monkey,kangaroo,ladybug,plaltipus,dog,cat,whale,fish,shark,hare,beetle,flies,gnat,wildcat,lion,deer,panther,99,99,99,99,99,99,99,99,99,99,99,99,99,99
366,dog,cat,rat,mouse,horse,cow,lamb,goat,lion,tiger,elephant,koala,hippo,bat,fish,walrus,bee,bird,bobcat,deer,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
367,dog,giraffe,zebra,cat,bird,alligator,crocidle,snake,worm,cricket,fly,lion,tiger,bear,flea,hamster,rat,lady bug,jaguar,squirrel,duck,ostrich,99,99,99,99,99,99,99,99,99,99,99,99,99
368,dog,cat,horse,fish,snake,elephant,deer,cow,camel,donkey,mouse,rat,wolf,bear,lizard,frog,bird,owl,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
369,cat,cow,dog,manatee,beaver,otter,fish,platypus,octopus,squid,shark,sting ray,squirrel,deer,elk,bison,praying mantis,butterfly,bird,lizard,mouse,manster,***hamster,owl,99,99,99,99,99,99,99,99,99,99,99
370,cat,dog,llama,elephant,monkey,cow,sheep,pig,hog,chicken,bird,lepoard,cheeta,polar bear,penguin,duck,mouse,gerbil,hampster,platapus,kangaroo,koala,ant eater,99,99,99,99,99,99,99,99,99,99,99,99
371,penguin,dog,cat,bear,mouse,lion,otter,cow,pig,duck,sheep,snak,snail,lizard,rhinocerous,elephant,zebra,tiger,eagle,parrot,canary,pigeon,butterfly,99,99,99,99,99,99,99,99,99,99,99,99
373,Lion,Tiger,bear,koala,jaguar,coyote,duck,racoon,possum,squirrel,monkey,zebra,boar,lemur,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
374,fish,frog,horse,dolphin,dog,cat,barracuda,antelope,lion,tiger,bear,pigeon,hawk,eagle,monkey,elephant,girraffe,pig,goat,cow,bull,wolf,osprey,99,99,99,99,99,99,99,99,99,99,99,99
376,chinchilla,hamster,dog,cat,elephant,giraffe,frog,snake,lizard,bird,parrot,squerrel,dik dik,capybara,deer,bear,owl,crocodile,caymen,egret,mosquito,99,99,99,99,99,99,99,99,99,99,99,99,99,99
378,cat,dog,elephant,tiger,lion,moose,cow,horse,pig,chicken,leapard,panther,mammoth,pteridactly,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
379,zebra,turtle,lion,tiger,bear,penguin,lobster,fish,cow,pig,horse,cat,dog,lizard,gecko,goose,turkey,chicken,duck,quail,kangaroo,deer,elk,moose,99,99,99,99,99,99,99,99,99,99,99
380,rat,cat,squirell,dog,mouse,hippo,elephant,koala,beaver,snake,wolf,cow,giraffe,turtle,suqid,whale,shark,dolphin,octopus,deer,skunk,99,99,99,99,99,99,99,99,99,99,99,99,99,99
381,bever,elephant seal,zebra,dog,cat,mouse,moose,duck,hin,horse,cow,pig,goat,osrich,kangaroo,penguin,polar bear,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
382,dog,cat,snake,mouse,rat,bird,monkey,giraffe,fish,ferret,guina pig,quirrel,racoon,elephant,pelican,zebra,cobra,lion,pig,turkey,chicken,cow,99,99,99,99,99,99,99,99,99,99,99,99,99
383,dog,cat,pig,horse,goat,sheep,fly,turtle,fish,whale,dolphin,bear,tiger,lion,cheetah,duck,goose,blue jay,shark,tiger shark,centipede,99,99,99,99,99,99,99,99,99,99,99,99,99,99
384,lion,tiger,bear,cat,monkey,zebra,giraffe,koala,centipede,sloth,kangaroo,elephant,liger,frog,fish,shark,dolphin,snake,crocodile,aligator,boar,tapeworm,99,99,99,99,99,99,99,99,99,99,99,99,99
386,caribou,parrot,penguin,lion,tiger,bear,elephant,giraffe,peacock,swan,duck,goose,snake,otter,fish,dog,cat,ferret,eagle,owl,mouse,rat,rabbit,99,99,99,99,99,99,99,99,99,99,99,99
387,elephant,fox,owl,dolphin,ape,tiger,alligator,elk,moose,starfish,shark,crab,snail,spider,dog,cat,hamster,bird,deer,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
